Word Tag
in O
the O
second O
division O
of O
this O
court O
for O
the O
first O
district O
. O
Affirmed O
. O
Opinion B-D
filed I-D
November I-D
27 I-D
, I-D
1923 I-D
. O
Per B-A
Curiam I-A
. O
\n O

Roy B-P
Ware I-P
and I-P
T. I-P
F. I-P
Karnes I-P
, I-P
Appellants I-P
, I-P
v. I-P
Frank I-P
W. I-P
Brown I-P
, I-P
Appellee I-P
. O
Gen. B-N
No. I-N
7,610 I-N
. O
Landlord O
and O
tenant O
\u2014 O
surrender O
of O
lease O
not O
shown O
hy O
voluntary O
act O
of O
lessor. O
In O
an O
action O
by O
the O
lessor O
for O
the O
rent O
due O
on O
demised O
premises O
under O
a O
lease O
to O
defendants O
, O
which O
did O
not O
require O
the O
lessor O
to O
make O
alterations O
or O
repairs O
, O
the O
fact O
that O
he O
made O
certain O
repairs O
on O
the O
premises O
and O
built O
a O
new O
roof O
thereon O
, O
pursuant O
to O
the O
request O
of O
the O
tenants O
, O
but O
during O
the O
occupancy O
of O
the O
premises O
by O
one O
who O
had O
subleased O
them O
from O
them O
and O
*565who O
paid O
the O
rent O
directly O
to O
the O
plaintiff O
for O
several O
months O
after O
defendants O
had O
removed O
from O
the O
premises O
, O
does O
not O
show O
an O
acceptance O
and O
surrender O
of O
the O
premises O
on O
the O
part O
of O
plaintiff O
. O
Appeal O
by O
plaintiffs O
from O
the O
Circuit O
Court O
of O
Montgomery O
county; O
the O
Hon. O
Thomas O
M. O
Jett O
, O
Judge O
, O
presiding. O
Heard O
in O
this O
court O
at O
the O
April O
term O
, O
1923 O
. O
Affirmed O
. O
Opinion B-D
filed I-D
October I-D
26 I-D
, I-D
1923 I-D
. O
Lane O
, O
Dryer O
&amp; O
Brown O
, O
for O
appellants O
. O
Miller O
, O
Major O
&amp; O
Major O
, O
for O
appellee O
. O
Mr. B-A
Justice I-A
Shurtleef I-A
delivered O
the O
opinion O
of O
the O
court O
. O
Appellee O
brought O
suit O
in O
the O
circuit O
court O
of O
Montgomery O
county O
, O
based O
upon O
a O
lease O
entered O
into O
between O
the O
appellee O
and O
appellants O
on O
May O
24 O
, O
1920 O
, O
whereby O
the O
appellee O
leased O
and O
rented O
a O
garage O
situated O
in O
the O
City O
of O
Hillsboro O
to O
the O
appellants O
from O
the O
1st O
day O
of O
June O
, O
1920 O
, O
to O
the O
31st O
day O
of O
May O
, O
1922 O
, O
at O
a O
monthly O
rental O
of O
$50 O
per O
month O
, O
payable O
in O
advance O
. O
The O
appellants O
on O
the O
1st O
day O
of O
June O
, O
1920 O
, O
entered O
into O
possession O
of O
the O
demised O
premises O
and O
paid O
the O
rent O
until O
on O
or O
about O
the O
31st O
day O
of O
May O
, O
1921. O
It O
was O
provided O
in O
the O
lease O
that O
\u201cthe O
said O
parties O
of O
the O
second O
part O
further O
covenanted O
with O
the O
said O
party O
of O
the O
first O
part O
that O
the O
said O
party O
has O
received O
said O
demised O
premises O
in O
good O
order O
and O
condition O
, O
and O
at O
the O
expiration O
of O
the O
time O
in O
this O
lease O
mentioned O
, O
* O
* O
* O
they O
will O
yield O
up O
the O
said O
premises O
to O
the O
said O
party O
of O
the O
first O
part O
, O
in O
as O
good O
condition O
as O
when O
the O
same O
were O
entered O
upon O
by O
the O
said O
parties O
of O
the O
second O
part O
, O
loss O
by O
fire O
, O
inevitable O
accident O
or O
ordinary O
wear O
excepted; O
and O
also O
that O
they O
will O
keep O
the O
said O
premises O
in O
good O
repair O
during O
the O
lease O
at O
their O
own O
expense O
, O
and O
will O
restore O
the O
premises O
to O
the O
party O
of O
the O
first O
part O
with O
glass O
of O
like O
quality O
and O
all O
the O
windows O
thereof O
, O
in O
as O
good O
condition\u201d O
as O
the O
same O
then O
were O
in O
. O
*566The O
appellee O
, O
Brown O
, O
lived O
in O
the O
City O
of O
Peoria. O
One O
C. O
W. O
Witherspoon O
of O
Hillsboro O
had O
authority O
from O
appellee O
with O
reference O
to O
looking O
after O
the O
demised O
premises O
, O
but O
he O
had O
no O
authority O
in O
any O
manner O
to O
change O
the O
terms O
of O
the O
written O
instrument. O
Appellants O
took O
possession O
of O
the O
premises O
in O
accordance O
with O
the O
terms O
of O
said O
lease O
and O
used O
the O
same O
for O
a O
garage O
and O
other O
purposes O
for O
some O
time O
, O
but O
just O
how O
long O
is O
very O
indefinite O
from O
this O
record O
. O
Some O
time O
after O
appellants O
took O
possession O
of O
the O
premises O
the O
business O
relations O
of O
Karnes O
and O
Ware O
were O
dissolved O
and O
Karnes O
conducted O
the O
business O
for O
himself. O
In O
February O
, O
1921 O
, O
Karnes O
leased O
or O
sublet O
the O
premises O
in O
question O
to O
one O
L. O
H. O
McHugh O
, O
a O
mechanic O
who O
moved O
into O
the O
same O
and O
occupied O
it O
jointly O
with O
Karnes O
, O
McHugh O
paying O
Karnes O
the O
sum O
of O
$50 O
per O
month O
as O
rent O
. O
On O
the O
3rd O
day O
of O
May O
, O
1921 O
, O
Karnes O
had O
a O
notice O
prepared O
and O
sent O
to O
appellee O
, O
ostensibly O
for O
the O
purpose O
of O
relieving O
himself O
from O
the O
obligations O
of O
the O
lease O
, O
notifying O
appellee O
that O
he O
would O
vacate O
the O
premises O
within O
a O
certain O
time O
unless O
the O
building O
was O
placed O
in O
a O
suitable O
state O
of O
repair. O
At O
the O
same O
time O
, O
Karnes O
, O
through O
an O
attorney O
, O
caused O
to O
be O
prepared O
a O
letter O
to O
be O
sent O
to O
appellee O
by O
McHugh O
, O
who O
was O
then O
occupying O
the O
premises O
jointly O
with O
Karnes O
, O
and O
said O
letter O
was O
taken O
by O
Karnes O
to O
McHugh O
for O
his O
signature O
and O
was O
signed O
by O
McHugh. O
McHugh O
did O
not O
mail O
the O
letter O
to O
appellee O
but O
gave O
it O
to O
Karnes O
, O
who O
, O
it O
is O
fair O
to O
believe O
from O
this O
record O
, O
mailed O
the O
same O
to O
appellee. O
Appellee O
replied O
to O
the O
McHugh O
letter O
in O
which O
he O
informed O
McHugh O
that O
the O
building O
was O
leased O
and O
that O
the O
said O
lease O
had O
another O
year O
to O
run; O
that O
appellee O
would O
be O
glad O
to O
talk O
to O
McHugh O
in O
regard O
to O
leasing O
the O
building O
as O
soon O
as O
the O
other O
lease O
expired O
, O
which O
letter O
was O
received O
by O
McHugh O
. O
It O
appears O
from O
the O
record O
that O
after O
May O
, O
1921 O
, O
McHugh O
and O
another O
mechanic O
remained O
in O
possession O
*567of O
the O
garage O
, O
Karnes O
having O
moved O
across O
the O
street O
to O
another O
garage O
, O
McHugh O
and O
the O
additional O
mechanic O
still O
remaining O
in O
appellee\u2019s O
garage O
doing O
work O
for O
Karnes O
and O
receiving O
pay O
from O
Karnes O
, O
for O
such O
rent O
, O
and O
during O
a O
period O
of O
about O
three O
months O
the O
rent O
, O
$50 O
per O
month O
, O
was O
forwarded O
by O
McHugh O
to O
the O
appellee O
at O
Peoria. O
No O
rent O
was O
paid O
by O
appellants O
or O
McHugh O
after O
September O
, O
1921 O
, O
and O
this O
suit O
is O
brought O
to O
recover O
six O
months\u2019 O
rent O
. O
Appellants O
filed O
various O
pleadings O
, O
all O
of O
which O
, O
except O
the O
third O
plea O
, O
upon O
demurrer O
were O
held O
to O
set O
out O
and O
state O
the O
same O
defense O
as O
alleged O
in O
appellant\u2019s O
third O
plea. O
The O
third O
special O
plea O
alleges O
that O
the O
appellants O
surrendered O
and O
delivered O
up O
possession O
of O
the O
premises O
in O
the O
declaration O
mentioned O
on O
the O
31st O
day O
of O
May O
, O
1921 O
, O
and O
that O
appellee O
, O
on O
said O
date O
, O
accepted O
and O
entered O
into O
possession O
of O
the O
same O
and O
thereafter O
during O
said O
month O
rented O
the O
same O
to O
Louis O
McHugh O
at O
the O
monthly O
rental O
specified O
in O
the O
lease O
and O
sued O
upon O
, O
and O
thereafter O
, O
during O
the O
term O
of O
the O
said O
lease O
mentioned O
, O
made O
material O
and O
valuable O
improvements O
and O
changed O
and O
remodeled O
the O
building O
located O
thereon O
to O
suit O
the O
wishes O
and O
desires O
and O
convenience O
of O
appellee O
and O
the O
said O
Louis O
McHugh O
, O
and O
without O
the O
knowledge O
, O
suggestion O
or O
permission O
of O
the O
appellants O
, O
or O
either O
of O
them O
, O
and O
by O
means O
whereof O
a O
surrender O
of O
said O
lease O
was O
effected O
. O
The O
cause O
was O
submitted O
to O
the O
court O
who O
found O
in O
favor O
of O
the O
appellee O
and O
a O
judgment O
was O
entered O
for O
the O
rent O
. O
Appellants O
allege O
error O
in O
the O
sustaining O
of O
the O
demurrer O
to O
the O
pleas O
of O
the O
appellants O
other O
than O
the O
third O
plea O
, O
but O
upon O
a O
careful O
reading O
of O
all O
of O
such O
pleas O
it O
is O
plain O
that O
all O
of O
said O
pleas O
state O
substantially O
the O
same O
defense O
and O
appellants O
were O
not O
injured O
by O
the O
court O
sustaining O
a O
demurrer O
to O
said O
pleas O
. O
Appellants O
urge O
error O
bn O
the O
ground O
that O
the O
appellee O
made O
repairs O
upon O
said O
building O
, O
built O
substan*568tially O
a O
new O
roof O
in O
compliance O
with O
the O
letter O
and O
request O
of O
the O
appellants O
, O
and O
, O
without O
being O
required O
so O
to O
do O
under O
the O
terms O
of O
said O
lease O
, O
effected O
an O
acceptance O
of O
the O
premises O
and O
a O
surrender O
on O
the O
part O
of O
appellee O
. O
We O
do O
not O
agree O
with O
appellants\u2019 O
contention. O
Appellee O
was O
not O
required O
under O
the O
lease O
to O
make O
such O
repairs O
nor O
to O
build O
a O
new O
roof. O
Appellants O
had O
requested O
the O
making O
of O
such O
repairs. O
Appellants O
cannot O
now O
take O
advantage O
of O
the O
fact O
that O
appellee O
made O
such O
repairs O
or O
even O
built O
a O
new O
roof O
at O
the O
request O
of O
appellants. O
There O
is O
no O
evidence O
in O
this O
record O
showing O
or O
even O
tending O
to O
show O
that O
the O
appellee O
consented O
to O
the O
surrender O
of O
said O
premises O
on O
the O
part O
of O
appellants O
, O
or O
that O
appellee O
ever O
accepted O
McHugh O
as O
an O
assignee O
of O
said O
lease O
, O
and O
there O
is O
, O
therefore O
, O
no O
error O
in O
the O
judgment O
of O
the O
lower O
court; O
The O
judgment O
of O
the O
lower O
court O
is O
hereby O
affirmed O
. O
Judgment O
affirmed O
. O
\n O

(No. B-N
15390 I-N
Judgment O
affirmed.) O
The B-P
People I-P
ex I-P
rel. I-P
August I-P
Hartke I-P
et I-P
al. I-P
Appellants I-P
, I-P
vs. I-P
F. I-P
B. I-P
Roberts I-P
et I-P
al. I-P
Appellees I-P
. O
Opinion O
filed O
June O
20 O
, O
1923 O
. O
Schools O
\u2014 O
when O
relators O
are O
estopped O
to O
attack O
validity O
of O
high O
school O
district. O
Acquiescence O
in O
the O
organization O
of O
a O
community O
high O
school O
district O
for O
more O
than O
three O
years O
, O
during O
which O
time O
elections O
have O
been O
held O
authorizing O
bonds O
for O
the O
purchase O
of O
a O
school O
house O
site O
and O
the O
erection O
of O
a O
building O
, O
in O
which O
school O
has O
been O
conducted O
for O
two O
years O
, O
justifies O
a O
judgment O
against O
relators O
on O
a O
plea O
of O
estoppel O
in O
a O
quo O
warranto O
proceeding O
attacking O
the O
validity O
of O
the O
district O
on O
the O
ground O
that O
it O
is O
not O
composed O
of O
compact O
and O
contiguous O
territory O
. O
Appeal O
from O
the O
Circuit O
Court O
of O
Macoupin O
county; O
the O
Hon. O
Frank O
W. O
Burton O
, O
Judge O
, O
presiding O
. O
Leslie O
M. O
Harlan O
, O
State\u2019s O
Attorney O
, O
and O
Hogan O
&amp; O
REESE O
, O
for O
appellants O
. O
A. O
H. O
BELL O
, O
and O
AlEred O
A. O
Isaacs O
, O
for O
appellees O
. O
Mr. B-A
Justice I-A
Cartwright I-A
delivered O
the O
opinion O
of O
the O
court: O
The O
circuit O
court O
of O
Macoupin O
county O
found O
the O
appellees O
not O
guilty O
of O
usurping O
the O
privilege O
and O
franchise O
of O
a O
community O
high O
school O
district O
and O
rendered O
judgment O
against O
the O
relators O
for O
costs O
. O
The O
petition O
for O
leave O
to O
file O
the O
information O
charged O
that O
the O
territory O
organized O
as O
Community O
High O
School O
District O
No. O
180 O
was O
not O
compact O
and O
contiguous O
but O
included O
territory O
eleven O
miles O
from O
the O
location O
of O
the O
school O
and O
so O
remote O
that O
it O
was O
impossible O
for O
children O
of O
high O
school O
age O
to O
attend O
the O
school. O
A O
plea O
was O
filed O
alleging O
that O
the O
territory O
constituting O
the O
district O
was O
compact O
and O
contiguous O
and O
that O
the O
district O
was O
organized O
in O
accordance O
with O
the O
statute. O
An O
additional O
plea O
was O
filed O
alleg*498ing O
facts O
designed O
to O
operate O
as O
an O
estoppel O
against O
the O
relators O
, O
and O
the O
cause O
was O
heard O
on O
the O
issues O
thus O
formed O
. O
The O
facts O
alleged O
in O
the O
additional O
plea O
were O
stipulated O
or O
proved. O
The O
district O
was O
organized O
by O
virtue O
of O
an O
election O
held O
on O
August O
17 O
, O
1918 O
, O
and O
the O
first O
election O
for O
members O
of O
a O
board O
of O
education O
was O
held O
on O
September O
7 O
, O
1918. O
Annual O
elections O
were O
held O
thereafter O
for O
members O
of O
the O
board O
of O
education O
, O
and O
the O
defendants O
were O
elected O
and O
were O
serving O
as O
members O
of O
such O
board. O
The O
board O
of O
education O
established O
and O
conducted O
a O
high O
school O
, O
and O
on O
May O
25 O
, O
1919 O
, O
a O
petition O
was O
presented O
asking O
for O
submission O
to O
the O
voters O
of O
the O
question O
of O
locating O
a O
school O
house O
site O
, O
erecting O
a O
building O
and O
issuing O
bonds O
therefor. O
An O
election O
was O
held O
and O
a O
site O
selected O
and O
purchased. O
Bonds O
of O
the O
district O
in O
the O
sum O
of O
$80 O
, O
000 O
were O
authorized O
, O
issued O
and O
sold O
and O
the O
proceeds O
were O
used O
to O
build O
a O
school O
building. O
The O
building O
cost O
$123 O
, O
000 O
, O
the O
equipment O
$13 O
, O
000 O
and O
the O
site O
$3000. O
Taxes O
for O
the O
maintenance O
of O
the O
school O
and O
the O
expenses O
connected O
therewith O
were O
levied O
and O
collected O
, O
and O
the O
relators O
, O
who O
had O
lived O
in O
the O
district O
during O
all O
of O
the O
period O
from O
the O
organization O
of O
the O
district O
, O
participated O
in O
elections O
held O
and O
paid O
taxes O
levied O
by O
the O
board O
of O
education. O
The O
petition O
for O
leave O
to O
file O
the O
information O
was O
presented O
to O
the O
circuit O
court O
at O
the O
June O
term O
, O
1922 O
, O
and O
the O
school O
had O
been O
conducted O
by O
the O
board O
of O
education O
during O
the O
existence O
of O
the O
district O
_ O
and O
the O
last O
two O
years O
in O
the O
new O
building. O
There O
were O
277 O
scholars O
attending O
the O
school O
and O
a O
superintendent O
and O
eleven O
teachers O
were O
employed O
. O
The O
above O
facts O
bring O
the O
case O
within O
the O
principles O
declared O
and O
applied O
in O
People O
v. O
Waite O
, O
70 O
Ill. O
25 O
, O
People O
v. O
Schnepp O
, O
179 O
id. O
305 O
, O
People O
v. O
Hanker O
, O
197 O
id. O
409 O
, O
Soule O
v. O
People O
, O
205 O
id. O
618 O
, O
People O
v. O
Jackson O
, O
305 O
id. O
385 O
, O
and O
People O
v. O
Stewart O
, O
306 O
id. O
470. O
The O
long O
acquiescence O
in O
the O
organization O
of O
the O
district O
and O
in O
conducting O
a O
high O
school O
, O
the O
participation O
in O
elections O
, O
allowing O
bonds O
to O
be\u2019 O
*499issued O
and O
sold O
and O
the O
payment O
of O
taxes O
by O
the O
relators O
, O
as O
well O
as O
the O
public O
injury O
and O
inconvenience O
resulting O
from O
a O
destruction O
of O
the O
district O
, O
justified O
the O
judgment O
. O
The O
judgment O
is O
affirmed. O
J O
0 O
r O
, O
. O
m O
, O
Judgment O
affirmed O
. O
\n O

(No. B-N
15210 I-N
. O
Decree O
affirmed.) O
The B-P
Southern I-P
Illinois I-P
Gas I-P
Company I-P
, I-P
Appellant I-P
, I-P
vs. I-P
W. I-P
Earnest I-P
Parsons I-P
et I-P
al. I-P
Appellees I-P
. O
Opinion O
filed O
April O
18 O
, O
1923 O
. O
1. O
Leases O
\u2014 O
what O
does O
not O
excuse O
delay O
in O
beginning O
mining O
operations O
according O
to O
terms O
of O
lease. O
Where O
a O
lease O
for O
mining O
oil O
and O
gas O
provides O
that O
the O
lessee O
shall O
complete O
a O
well O
on O
the O
premises O
within O
one O
year O
, O
the O
existence O
of O
a O
previous O
lease O
to O
another O
oil O
and O
gas O
company O
will O
not O
excuse O
the O
lessee O
for O
delay O
of O
five O
months O
in O
beginning O
operations O
on O
the O
premises O
, O
where O
the O
lessee\u2019s O
own O
pleading O
shows O
that O
the O
former O
lease O
was O
not O
discovered O
until O
the O
expiration O
of O
the O
five O
months O
and O
that O
it O
was O
canceled O
the O
following O
day O
. O
2. O
Same O
\u2014 O
what O
does O
not O
estop O
lessors O
from O
declaring O
forfeiture O
of O
oil O
and O
gas O
lease. O
Where O
a O
lease O
for O
mining O
oil O
and O
gas O
provides O
that O
the O
lessee O
shall O
complete O
a O
well O
on O
the O
premises O
within O
one O
year O
, O
the O
act O
of O
two O
of O
the O
lessors O
in O
working O
for O
the O
contractor O
who O
was O
engaged O
to O
put O
in O
the O
well O
does O
not O
estop O
the O
lessors O
from O
declaring O
a O
forfeiture O
of O
the O
lease O
for O
failure O
to O
complete O
the O
well O
in O
the O
required O
time O
, O
where O
the O
lessee O
was O
not O
misled O
or O
placed O
in O
any O
worse O
position O
by O
the O
fact O
of O
the O
employment O
of O
said O
lessors O
. O
3. O
Same O
\u2014 O
when O
equity O
cannot O
enjoin O
declaring O
of O
forfeiture O
of O
lease. O
Where O
the O
lessee O
has O
failed O
to O
comply O
with O
the O
condition O
of O
a O
lease O
for O
mining O
oil O
and O
gas O
that O
a O
well O
must O
be O
completed O
in O
one O
year O
, O
a O
court O
of O
equity O
will O
not O
enjoin O
the O
exercise O
of O
the O
right O
to O
declare O
a O
forfeiture O
merely O
upon O
the O
allegation O
in O
the O
lessee\u2019s O
bill O
that O
further O
time O
was O
necessary O
because O
of O
certain O
conditions O
met O
with O
in O
the O
construction O
of O
the O
well O
. O
Appeal O
from O
the O
Circuit O
Court O
of O
Pope O
county; O
the O
Hon. O
A. O
E. O
Somers O
, O
Judge O
, O
presiding O
. O
AlschulER O
, O
Putnam O
&amp; O
Flannigen O
, O
Charles' O
Dickerson O
, O
and O
Charles O
E. O
Feirich O
, O
for O
appellant! O
*140Charles O
Dureee O
, O
for O
appellees O
. O
Mr. B-A
Justice I-A
Dunn I-A
delivered O
the O
opinion O
of O
the O
court: O
W. O
Earnest O
Parsons O
and O
his O
wife O
and O
Claud O
V. O
Parsons O
executed O
to O
W. O
E. O
Perce O
an O
oil O
and O
gas O
lease O
of O
1295*4 O
acres O
of O
land O
in O
Pope O
county O
in O
the O
usual O
form O
and O
containing O
the O
usual O
conditions O
of O
instruments O
of O
that O
character O
in O
common O
use O
.in O
this O
State. O
It O
was O
dated O
November O
11 O
, O
1920 O
, O
and O
contained O
the O
covenant O
on O
the O
part O
of O
the O
grantee O
to O
complete O
a O
well O
on O
the O
premises O
within O
twelve O
months O
from O
that O
date O
or O
the O
grant O
should O
become O
null O
and O
void. O
The O
lease O
was O
assigned O
on O
April O
6 O
, O
1921 O
, O
to O
the O
Southern O
Illinois O
Gas O
Company. O
No O
well O
was O
completed O
on O
the O
premises O
within O
the O
year O
, O
and O
on O
November O
11 O
, O
1921 O
, O
the O
grantors O
served O
notice O
on O
the O
assignee O
of O
the O
lease O
of O
their O
election O
to O
declare O
a O
forfeiture O
of O
the O
lease O
and O
a O
demand O
for O
the O
possession O
of O
the O
premises. O
Thereupon O
the O
Southern O
Illinois O
Gas O
Company O
filed O
a O
bill O
against O
the O
lessors O
to O
enjoin O
them O
from O
interfering O
, O
by O
suit O
at O
law O
or O
otherwise O
, O
with O
the O
complainant\u2019s O
possession O
of O
the O
premises O
or O
the O
completion O
of O
a O
well O
on O
them. O
The O
bill O
was O
amended O
, O
a O
demurrer O
was O
sustained O
to O
the O
amended O
bill O
, O
it O
was O
dismissed O
for O
want O
of O
equity O
, O
and O
the O
complainant O
appealed O
. O
It O
is O
argued O
in O
behalf O
of O
the O
complainant O
that O
the O
time O
limit O
for O
the O
completion O
